DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5095	P5100	P5120	P8692	P8692S1A1	P8692S2	P5110	P5130	P5140	P5160	P5160S1	P5160S1A1	P5160S2	P5160S2A1	LLAVEHOG	FEX_C
5011491	1	1	591	1	1		1	1	2		40000000	300000		2					50114911	262.096171676819
5011492	1	1	591	1	3								200000	2					50114921	764.530971319196
5011493	1	1	591	1	3								100000	2					50114931	559.249330183176
5011494	1	1	591	1	3								300000	2					50114941	583.576605812792
5011495	1	1	591	1	3								150000	2					50114951	881.267473527026
5011498	1	1	591	1	3								150000	2					50114981	262.096171676819
5011499	1	1	591	1	3								60000	2					50114991	1029.33858364509
5011500	1	1	591	1	1		2				12000000	120000		2					50115001	1048.38468670728
5011501	1	1	591	1	1		1	2		2	20000000	200000		2					50115011	430.315353604499
5011502	1	1	591	1	1		2				40000000	80000		2					50115021	262.096171676819
5011503	1	1	591	1	1		1	1	2		80000000	350000		2					50115031	262.096171676819
5011504	1	1	591	1	4							200000		2					50115041	262.096171676819
5011505	1	1	591	1	4							150000		2					50115051	440.055944615524
5011506	1	1	591	1	4							100000		2					50115061	342.236164043953
5011507	1	1	591	1	3								350000	2					50115071	1048.38468670728
5011508	1	1	591	1	3								150000	2					50115081	514.451752342613
5011509	1	1	591	1	3								130000	2					50115091	514.451752342613
5011510	1	1	591	1	1		2				40000000	150000		2					50115101	451.559943484248
5011511	1	1	591	1	1		1	1	1		50000000	300000		2					50115111	794.822676707845
5011513	1	1	591	1	3								70000	2					50115131	262.096171676819
5011514	1	1	591	1	3								300000	2					50115141	262.096171676819
5011518	1	1	591	1	3								80000	2					50115181	262.096171676819
5011520	1	1	591	1	3								250000	2					50115201	262.096171676819
5011521	1	1	591	1	3								150000	2					50115211	484.160046953964
5011522	1	1	591	1	2	230000	2				30000000	200000		2					50115221	262.096171676819
5011523	1	1	591	1	4							150000		2					50115231	262.096171676819
5011524	1	1	591	1	1		2				30000000	200000		2					50115241	944.776615720375
5011525	1	1	591	1	4							100000		2					50115251	262.096171676819
5011526	1	1	591	1	3								250000	2					50115261	505.404636833712
5011528	1	1	591	1	3								80000	2					50115281	1048.38468670728
5011529	1	1	591	1	1		1	2		2	30000000	250000		2					50115291	262.096171676819
5011530	1	1	591	1	1		1	1	2		50000000	250000		2					50115301	272.529495590613
5011534	1	1	591	1	3								200000	2					50115341	440.555749999121
5011536	1	1	591	1	1		1	1	2		70000000	800000		2					50115361	377.557178044523
5011537	1	1	591	1	2	480000	1	2		2	200000000	800000		2					50115371	297.404865509658
5011538	1	1	591	1	3								870000	2					50115381	190.893671203455
5011539	1	1	591	1	1		1	1	1		15000000	60000		2					50115391	272.621986611969
5011540	1	1	591	1	3								200000	2					50115401	543.590061968559
5011540	2	1	591	2	3								200000	2					50115402	543.590061968559
5011542	1	1	591	1	1		1	1	1		50000000	200000		2					50115421	213.028063548807
5011543	1	1	591	1	1		1	1	2		50000000	150000		2					50115431	88.6365826961425
5011545	1	1	591	1	1		1	1	1		30000000	200000		2					50115451	161.621688876993
5011546	1	1	591	1	3								350000	2					50115461	254.851706816182
5011548	1	1	591	1	1		1	1	1		1000000	100000		2					50115481	275.212813813582
5011549	1	1	591	1	3								300000	2					50115491	285.198237079159
5011550	1	1	591	1	3								400000	2					50115501	190.893671203455
5011551	1	1	591	1	1		1	1	1		100000000	600000		2					50115511	317.162510153548
5011552	1	1	591	1	1		1	1	1		120000000	400000		2					50115521	116.613217630501
5011553	1	1	591	1	3								300000	2					50115531	215.587433969858
5011554	1	1	591	1	3								350000	2					50115541	195.758289626271
5011555	1	1	591	1	1		1	1	1		100000000	300000		2					50115551	178.670508603641
5011556	1	1	591	1	1		1	1	1		40000000	300000		2					50115561	168.712798208503
5011557	1	1	591	1	1		2				20000000	150000		2					50115571	325.719551096775
5011558	1	1	591	1	1		2				150000000	350000		2					50115581	155.683933171286
5011559	1	1	591	1	1		2				80000000	350000		2					50115591	239.340053603149
5011560	1	1	591	1	3								350000	2					50115601	255.411382340434
5011561	1	1	591	1	1		2				20000000	200000		2					50115611	228.650444100822
5011562	1	1	591	1	1		2				70000000	350000		2					50115621	463.777594259369
5011563	1	1	591	1	1		1	2		2	40000000	100000		2					50115631	116.613217630501
5011564	1	1	591	1	1		1	1	1		15000000	250000		2					50115641	180.111154656103
5011564	2	1	591	2	4							150000		2					50115642	180.111154656103
5011565	1	1	591	1	1		2				70000000	250000		2					50115651	140.629056719346
5011567	1	1	591	1	1		1	1	1		30000000	300000		2					50115671	157.221560353253
5011568	1	1	591	1	1		1	1	2		20000000	70000		2					50115681	272.512162538382
5011569	1	1	591	1	1		1	1	1		15000000	100000		2					50115691	175.81101823475
5011570	1	1	591	1	1		1	1	4		120000000	350000		2					50115701	317.162510153548
5011571	1	1	591	1	3								320000	2					50115711	190.893671203455
5011572	1	1	591	1	1		2				8000000	200000		2					50115721	249.297763998287
5011574	1	1	591	1	3								350000	2					50115741	424.555152292217
5011575	1	1	591	1	3								600000	2					50115751	365.486755451736
5011576	1	1	591	1	3								280000	2					50115761	352.912624932788
5011577	1	1	591	1	3								150000	2					50115771	295.069671027608
5011578	1	1	591	1	4							100000		2					50115781	244.446407308421
5011579	1	1	591	1	1		1	1	1		15000000	300000		2					50115791	116.613217630501
5011580	1	1	591	1	1		1	1	1		120000000	350000		2					50115801	254.496225657051
5011581	1	1	591	1	1		2				80000000	400000		2					50115811	153.69206685031
5011582	1	1	591	1	1		1	1	1		20000000	100000		2					50115821	215.158891249666
5011583	1	1	591	1	1		2				4000000	50000		2					50115831	250.118672063891
5011584	1	1	591	1	5							100000		2					50115841	234.514466618504
5011585	1	1	591	1	1		1	1	1		180000000	500000		2					50115851	319.005548237093
5011587	1	1	591	1	1		2				8000000	100000		2					50115871	333.927723130442
5011587	2	1	591	2	4							30000		2					50115872	333.927723130442
5011587	3	1	591	3	4							30000		2					50115873	333.927723130442
5011588	1	1	591	1	1		1	1	2		6000000	50000		2					50115881	208.348133716493
5011589	1	1	591	1	4							80000		2					50115891	113.07708490306
5011590	1	1	591	1	1		1	1	1		70000000	350000		2					50115901	140.629056719346
5011591	1	1	591	1	1		1	1	1		5000000	50000		2					50115911	241.659534563358
5011592	1	1	591	1	3								300000	2					50115921	179.686960888986
5011593	1	1	591	1	1		2				10000000	50000		2					50115931	148.888244970593
5011594	1	1	591	1	1		1	1	1		60000000	350000		2					50115941	116.613217630501
5011595	1	1	591	1	1		2				5000000	50000		2					50115951	246.827843618693
5011596	1	1	591	1	3								150000	2					50115961	249.297763998287
5011597	1	1	591	1	3								350000	2					50115971	429.479713972094
5011598	1	1	591	1	1		1	1	1		200000000	800000		2					50115981	450.563629666477
5011599	1	1	591	1	1		2				50000000	200000		2					50115991	207.231541222326
5011600	1	1	591	1	3								350000	2					50116001	269.126908341874
5011601	1	1	591	1	3								350000	2					50116011	249.297763998287
5011602	1	1	591	1	3								150000	2					50116021	223.268724865864
5011603	1	1	591	1	1		2				6000000	400000		2					50116031	165.607498472677
5011604	1	1	591	1	1		1	1	2		50000000	300000		2					50116041	116.613217630501
5011605	1	1	591	1	1		2				20000000	250000		2					50116051	379.221091555319
5011606	1	1	591	1	3								200000	2					50116061	391.795222074266
5011607	1	1	591	1	2	1300000	2				180000000	400000		2					50116071	272.760312397924
5011608	1	1	591	1	1		1	2		2	800000000	1200000		2					50116081	444.829580697046
5011609	1	1	591	1	1		2				80000000	450000		2					50116091	413.17912701692
5011612	1	1	591	1	1		1	1	2		260000000	800000		2					50116121	299.068779020454
5011615	1	1	591	1	1		1	1	1		1000000	20000		2					50116151	614.213205166602
5011617	1	1	591	1	4							20000		2					50116171	233.585339226707
5011619	1	1	591	1	3								100000	2					50116191	221.215583651228
5011620	1	1	591	1	3								160000	2					50116201	465.517380650097
5011621	1	1	591	1	4							300000		2					50116211	281.001156621836
5011622	1	1	591	1	3								260000	2					50116221	131.443012187586
5011623	1	1	591	1	1		1	1	1		120000000	350000		2					50116231	240.476431219411
5011624	1	1	591	1	1		1	1	1		50000000	250000		2					50116241	186.667934239437
5011625	1	1	591	1	4							420000		2					50116251	205.92878180762
5011626	1	1	591	1	1		2				75000000	400000		2					50116261	131.443012187586
5011627	1	1	591	1	1		1	1	1		100000000	400000		2					50116271	334.113945799024
5011628	1	1	591	1	3								250000	2					50116281	193.559026232142
5011628	2	1	591	2	3								100000	2					50116282	193.559026232142
5011629	1	1	591	1	1		1	1	2		50000000	500000		2					50116291	222.898198732767
5011630	1	1	591	1	3								200000	2					50116301	157.367249090973
5011631	1	1	591	1	2	250000	1	2		2	55000000	300000		2					50116311	381.367180861731
5011632	1	1	591	1	3								350000	2					50116321	220.653025205924
5011633	1	1	591	1	3								400000	2					50116331	281.001156621836
5011634	1	1	591	1	3								300000	2					50116341	269.777116367876
5011635	1	1	591	1	3								250000	2					50116351	281.001156621836
5011636	1	1	591	1	1		1	2		2	140000000	500000		2					50116361	246.394746271968
5011637	1	1	591	1	1		1	1	1		90000000	350000		2					50116371	131.443012187586
5011638	1	1	591	1	3								270000	2					50116381	187.813649560955
5011639	1	1	591	1	1		1	3			40000000	300000		2					50116391	143.979864984035
5011640	1	1	591	1	3								120000	2					50116401	220.357456787499
5011641	1	1	591	1	3								150000	2					50116411	136.008504997113
5011642	1	1	591	1	1		1	1	1		15000000	500000		2					50116421	162.119146236976
5011642	2	1	591	2	3								70000	2					50116422	162.119146236976
5011642	3	1	591	3	3								70000	2					50116423	162.119146236976
5011642	4	1	591	4	3								70000	2					50116424	162.119146236976
5011643	1	1	591	1	3								180000	2					50116431	220.357456787499
5011644	1	1	591	1	4							500000		2					50116441	194.778776189487
5011645	1	1	591	1	1		1	1	1		99	250000		2					50116451	209.215178338469
5011646	1	1	591	1	1		1	1	1		99	100000		2					50116461	115.060406006723
5011647	1	1	591	1	1		1	1	1		80000000	200000		2					50116471	173.468427270497
5011648	1	1	591	1	3								100000	2					50116481	191.230995225696
5011649	1	1	591	1	1		1	1	1		15000000	150000		2					50116491	124.842503296504
5011650	1	1	591	1	1		1	1	1		12000000	150000		2					50116501	315.732122989941
5011651	1	1	591	1	4							150000		2					50116511	333.827347381486
5011652	1	1	591	1	1		1	3			30000000	50000		2					50116521	400.754503226246
5011653	1	1	591	1	1		2				99	100000		2					50116531	261.390224897613
5011654	1	1	591	1	1		2				12000000	20000		2					50116541	354.01854572223
5011655	1	1	591	1	1		2				30000000	150000		2					50116551	275.479592239229
5011656	1	1	591	1	1		2				20000000	150000		2					50116561	283.08553282754
5011657	1	1	591	1	1		2				20000000	80000		2					50116571	206.970645220246
5011658	1	1	591	1	1		2				99	10000		2					50116581	238.557298249912
5011659	1	1	591	1	1		2				99	100000		2					50116591	270.668237067889
5011660	1	1	591	1	1		2				30000000	200000		2					50116601	89.0283718970933
5011661	1	1	591	1	1		1	1	1		99	250000		2					50116611	190.424572527264
5011662	1	1	591	1	1		1	1	1		25000000	250000		2					50116621	242.503985594855
5011663	1	1	591	1	1		1	3			3000000	200000		2					50116631	207.165336796293
5011664	1	1	591	1	5							100000		2					50116641	115.060406006723
5011665	1	1	591	1	4							400000		2					50116651	81.0202695533715
5011666	1	1	591	1	1		1	1	1		20000000	200000		2					50116661	148.55841110855
5011667	1	1	591	1	4							180000		2					50116671	199.050105467997
5011668	1	1	591	1	1		1	1	2		40000000	250000		2					50116681	231.523458488108
5011669	1	1	591	1	4							100000		2					50116691	205.944777890096
5011669	2	1	591	2	4							60000		2					50116692	205.944777890096
5011670	1	1	591	1	3								350000	2					50116701	974.90114485294
5011673	1	1	591	1	3								300000	2					50116731	884.307359840335
5011674	1	1	591	1	3								150000	2					50116741	974.494999410464
5011675	1	1	591	1	3								270000	2					50116751	1116.98506025948
5011676	1	1	591	1	3								300000	2					50116761	1015.4505367588
5011677	1	1	591	1	1		1	1	1		120000000	450000		2					50116771	974.90114485294
5011678	1	1	591	1	3								300000	2					50116781	1315.9773116624
5011679	1	1	591	1	3								270000	2					50116791	1166.62330792374
5011680	1	1	591	1	3								300000	2					50116801	1145.38007072333
5011681	1	1	591	1	3								270000	2					50116811	948.810228273378
5011682	1	1	591	1	5							200000		2					50116821	2038.57113539116
5011683	1	1	591	1	3								100000	2					50116831	2431.71082029106
5011684	1	1	591	1	3								150000	2					50116841	2578.97983993751
5011686	1	1	591	1	4							150000		2					50116861	1514.17613040515
5011687	1	1	591	1	3								400000	2					50116871	1195.05007126372
5011688	1	1	591	1	3								370000	2					50116881	1019.28556769558
5011689	1	1	591	1	3								350000	2					50116891	829.821432796916
5011690	1	1	591	1	1		1	1	1		20000000	150000		2					50116901	1850.52579437735
5011691	1	1	591	1	5							70000		2					50116911	2431.71082029106
5011692	1	1	591	1	1		1	1	2		4000000	40000		2					50116921	258.943956951022
5011693	1	1	591	1	1		2				35000000	200000		2					50116931	261.043909152148
5011694	1	1	591	1	1		2				20000000	120000		2					50116941	173.690703649212
5011695	1	1	591	1	3								100000	2					50116951	285.761707061663
5011696	1	1	591	1	1		1	1	1		80000000	200000		2					50116961	173.690703649212
5011697	1	1	591	1	2	400000	1	1	1		25000000	120000		2					50116971	142.521367302028
5011698	1	1	591	1	1		1	1	1		250000000	350000		2					50116981	597.409657274532
5011699	1	1	591	1	3								150000	2					50116991	655.400279376872
5011701	1	1	591	1	1		2				30000000	150000		2					50117011	225.513131975071
5011702	1	1	591	1	3								160000	2					50117021	570.085469208114
5011703	1	1	591	1	3								80000	2					50117031	736.479002682174
5011704	1	1	591	1	3								350000	2					50117041	1469.73903456485
5011705	1	1	591	1	1		1	1	2		120000000	400000		2					50117051	1220.16931936336
5011706	1	1	591	1	3								200000	2					50117061	401.018563805919
5011708	1	1	591	1	4							80000		2					50117081	369.63756894188
5011709	1	1	591	1	1		1	1	1		13000000	100000		2					50117091	212.483633584307
5011710	1	1	591	1	1		1	1	2		150000000	3000000		2					50117101	802.281302762647
5011711	1	1	591	1	3								80000	2					50117111	884.879167246181
5011712	1	1	591	1	4							80000		2					50117121	1107.86788655546
5011713	1	1	591	1	5							150000		2					50117131	734.041264068144
5011714	1	1	591	1	3								300000	2					50117141	1604.56260552529
5011715	1	1	591	1	1		1	1	2		90000000	300000		2					50117151	623.364602173232
5011716	1	1	591	1	2	450000	2				60000000	300000		2					50117161	1857.61920549395
5011717	1	1	591	1	4							200000		2					50117171	723.412312595833
5011718	1	1	591	1	4							220000		2					50117181	857.050954454636
5011719	1	1	591	1	1		1	1	1		80000000	350000		2					50117191	692.302595338684
5011720	1	1	591	1	1		1	1	1		40000000	250000		2					50117201	692.302595338684
5011721	1	1	591	1	3								180000	2					50117211	634.33937305949
5011722	1	1	591	1	4							300000		2					50117221	620.735197232923
5011723	1	1	591	1	3								200000	2					50117231	695.595157425229
5011724	1	1	591	1	1		1	1	1		5000000	250000		2					50117241	647.728041539668
5011725	1	1	591	1	3								140000	2					50117251	937.702146105746
5011726	1	1	591	1	1		1	1	1		50000000	210000		2					50117261	695.595157425229
5011727	1	1	591	1	3								150000	2					50117271	837.502133442077
5011728	1	1	591	1	4							180000		2					50117281	803.787648733215
5011729	1	1	591	1	3								270000	2					50117291	662.284192982565
5011730	1	1	591	1	3								200000	2					50117301	695.595157425229
5011731	1	1	591	1	4							250000		2					50117311	998.957930471484
5011732	1	1	591	1	1		1	1	1		100000	300000		2					50117321	634.33937305949
5011733	1	1	591	1	3								100000	2					50117331	600.624888350628
5011734	1	1	591	1	3								180000	2					50117341	645.250938840427
5011735	1	1	591	1	3								200000	2					50117351	1262.09362194589
5011736	1	1	591	1	1		1	1	1		130000000	400000		2					50117361	644.435479453123
5011737	1	1	591	1	2	350000	1	1	1		50000000	300000		2					50117371	1502.45893553287
5011738	1	1	591	1	1		1	1	2		70000000	350000		2					50117381	527.605732913514
5011739	1	1	591	1	4							180000		2					50117391	1331.15351013822
5011740	1	1	591	1	3								160000	2					50117401	1135.2434324638
5011741	1	1	591	1	3								230000	2					50117411	1391.19031485046
5011742	1	1	591	1	3								230000	2					50117421	625.149481434687
5011743	1	1	591	1	1		1	1	1		40000000	150000		2					50117431	633.436071078268
5011744	1	1	591	1	3								150000	2					50117441	661.880672716367
5011745	1	1	591	1	1		1	1	1		10000000	180000		2					50117451	809.183838569076
5011746	1	1	591	1	3								250000	2					50117461	1324.31305646019
5011747	1	1	591	1	1		1	3			80000000	180000		2					50117471	531.938113210307
